#,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Type_1_id,Type_2_id,Legendary_id
1,0.1732283464566929,0.23783783783783785,0.19555555555555557,0.29891304347826086,0.21428571428571427,0.22857142857142856,0.0,0.5294117647058824,0.7777777777777778,0.0
2,0.23228346456692914,0.3081081081081081,0.2577777777777778,0.3804347826086957,0.2857142857142857,0.3142857142857143,0.0,0.5294117647058824,0.7777777777777778,0.0
3,0.3110236220472441,0.41621621621621624,0.3466666666666667,0.4891304347826087,0.38095238095238093,0.42857142857142855,0.0,0.5294117647058824,0.7777777777777778,0.0
4,0.3110236220472441,0.5135135135135135,0.5244444444444445,0.6086956521739131,0.47619047619047616,0.42857142857142855,0.0,0.5294117647058824,0.7777777777777778,0.0
5,0.14960629921259844,0.25405405405405407,0.1688888888888889,0.2717391304347826,0.14285714285714285,0.34285714285714286,0.0,0.35294117647058826,0.0,0.0
6,0.22440944881889763,0.31891891891891894,0.23555555555555555,0.3804347826086957,0.21428571428571427,0.42857142857142855,0.0,0.35294117647058826,0.0,0.0
7,0.3031496062992126,0.42702702702702705,0.3244444444444444,0.5380434782608695,0.30952380952380953,0.5428571428571428,0.0,0.35294117647058826,0.4444444444444444,0.0
8,0.3031496062992126,0.6756756756756757,0.4711111111111111,0.6521739130434783,0.30952380952380953,0.5428571428571428,0.0,0.35294117647058826,0.16666666666666666,0.0
9,0.3031496062992126,0.5351351351351351,0.3244444444444444,0.8097826086956522,0.4523809523809524,0.5428571428571428,0.0,0.35294117647058826,0.4444444444444444,0.0
10,0.16929133858267717,0.23243243243243245,0.26666666666666666,0.21739130434782608,0.20952380952380953,0.21714285714285714,0.0,1.0,0.0,0.0
11,0.2283464566929134,0.31351351351351353,0.3333333333333333,0.29891304347826086,0.2857142857142857,0.3028571428571429,0.0,1.0,0.0,0.0
12,0.30708661417322836,0.42162162162162165,0.4222222222222222,0.4076086956521739,0.40476190476190477,0.41714285714285715,0.0,1.0,0.0,0.0
13,0.30708661417322836,0.5297297297297298,0.5111111111111111,0.6793478260869565,0.4523809523809524,0.41714285714285715,0.0,1.0,0.0,0.0
14,0.1732283464566929,0.13513513513513514,0.13333333333333333,0.05434782608695652,0.0,0.22857142857142856,0.0,0.0,0.0,0.0
15,0.19291338582677164,0.08108108108108109,0.2222222222222222,0.08152173913043478,0.023809523809523808,0.14285714285714285,0.0,0.0,0.0,0.0
16,0.23228346456692914,0.21621621621621623,0.2,0.43478260869565216,0.2857142857142857,0.37142857142857144,0.0,0.0,0.4444444444444444,0.0
17,0.15354330708661418,0.16216216216216217,0.1111111111111111,0.05434782608695652,0.0,0.2571428571428571,0.0,0.0,0.7777777777777778,0.0
18,0.1732283464566929,0.10810810810810811,0.2,0.08152173913043478,0.023809523809523808,0.17142857142857143,0.0,0.0,0.7777777777777778,0.0
19,0.25196850393700787,0.4594594594594595,0.15555555555555556,0.19021739130434784,0.2857142857142857,0.4,0.0,0.0,0.7777777777777778,0.0
20,0.25196850393700787,0.7837837837837838,0.15555555555555556,0.02717391304347826,0.2857142857142857,0.8,0.0,0.0,0.7777777777777778,0.0
21,0.15354330708661418,0.21621621621621623,0.15555555555555556,0.1358695652173913,0.07142857142857142,0.2914285714285714,0.0,0.7058823529411765,0.4444444444444444,0.0
22,0.2440944881889764,0.2972972972972973,0.2222222222222222,0.21739130434782608,0.14285714285714285,0.37714285714285717,0.0,0.7058823529411765,0.4444444444444444,0.0
23,0.3228346456692913,0.40540540540540543,0.3111111111111111,0.32608695652173914,0.23809523809523808,0.5485714285714286,0.0,0.7058823529411765,0.4444444444444444,0.0
24,0.3228346456692913,0.40540540540540543,0.3333333333333333,0.6793478260869565,0.2857142857142857,0.6628571428571428,0.0,0.7058823529411765,0.4444444444444444,0.0
25,0.1141732283464567,0.2756756756756757,0.13333333333333333,0.08152173913043478,0.07142857142857142,0.38285714285714284,0.0,0.7058823529411765,0.0,0.0
26,0.2125984251968504,0.41081081081081083,0.24444444444444444,0.21739130434782608,0.23809523809523808,0.5257142857142857,0.0,0.7058823529411765,0.0,0.0
27,0.15354330708661418,0.2972972972972973,0.1111111111111111,0.11413043478260869,0.05238095238095238,0.37142857142857144,0.0,0.7058823529411765,0.4444444444444444,0.0
28,0.25196850393700787,0.4594594594594595,0.26666666666666666,0.27717391304347827,0.19523809523809524,0.5428571428571428,0.0,0.7058823529411765,0.4444444444444444,0.0
29,0.13385826771653545,0.2972972972972973,0.17333333333333334,0.16304347826086957,0.1619047619047619,0.2857142857142857,0.0,0.7647058823529411,0.0,0.0
